UNIQUE_ID,COLLISION_ID,PERSON_ID,PERSON_TYPE,PERSON_INJURY,PERSON_SEX,PERSON_AGE,VEHICLE_ID,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,CRASH_DATETIME
6125266,3614389,7c97bd65-bec1-4983-8f33-3d6257884d87,OCCUPANT,UNSPECIFIED,M,48.0,17124474.0,,,,,,,,,Registrant,,,02/12/2017,12:20,,,40.687237,-73.82754,"(40.687237, -73.82754)",116 STREET                      ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,2017-02-12 12:20:00
7883309,3800468,6a12d576-9163-41a5-8458-09f9b9746ae9,OCCUPANT,UNSPECIFIED,F,46.0,17971388.0,,,,,,,,,Registrant,,,11/29/2017,22:55,STATEN ISLAND,10305.0,40.59034,-74.06663,"(40.59034, -74.06663)",SAND LANE                       ,CAPODANNO BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Backing Unsafely,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2017-11-29 22:55:00
9395474,4033748,453ad09c-8883-4fa2-b398-e9c9afa27de5,OCCUPANT,UNSPECIFIED,M,20.0,18717311.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,11/27/2018,15:45,BROOKLYN,11236.0,40.6407,-73.91874,"(40.6407, -73.91874)",,,8014      FOSTER AVENUE                 ,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,2018-11-27 15:45:00
13359256,4810972,22455ff7-f160-41ba-b5db-fb3a54df6bfb,OCCUPANT,UNSPECIFIED,M,,20869074.0,,,,,,,,,Registrant,,,05/07/2025,8:45,BRONX,10458.0,40.870777,-73.88623,"(40.870777, -73.88623)",BEDFORD PARK BLVD,BRIGGS AVE,,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Bus,,,2025-05-07 08:45:00
9189812,4042070,1181e8ad-11c3-420d-bdfc-f09e8b590464,OCCUPANT,UNSPECIFIED,F,37.0,18616482.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,12/10/2018,17:40,,,40.59626,-73.76773,"(40.59626, -73.76773)",BEACH CHANNEL DRIVE             ,BEACH 35 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,2018-12-10 17:40:00
7111764,3651411,9f8040c5-a064-4c12-9516-239f3079cf40,OCCUPANT,UNSPECIFIED,M,22.0,17594633.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,04/15/2017,4:35,BROOKLYN,11238.0,40.672848,-73.9675,"(40.672848, -73.9675)",EASTERN PARKWAY                 ,UNDERHILL AVENUE,,0.0,0.0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,2017-04-15 04:35:00
12155929,4511185,e119ebc0-5aff-449c-b259-578356ad03e2,OCCUPANT,UNSPECIFIED,,,20182116.0,,,,,,,,,Registrant,,,03/17/2022,17:30,,,40.705032,-73.85744,"(40.705032, -73.85744)",WOODHAVEN BOULEVARD,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022-03-17 17:30:00
9812366,4128852,8e4f6614-7071-4a17-8088-dd0615bea66b,OCCUPANT,UNSPECIFIED,M,57.0,18923292.0,,,,,,,,,Registrant,,,05/08/2019,18:30,BROOKLYN,11236.0,40.642544,-73.91973,"(40.642544, -73.91973)",,,1414      RALPH AVENUE                  ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,2019-05-08 18:30:00
12439002,4585311,9db6dc52-b796-42d2-a84c-7752d9ed2fab,OCCUPANT,UNSPECIFIED,,,20344403.0,,,,,,,,,Registrant,,,11/27/2022,16:20,MANHATTAN,10009.0,40.732594,-73.97442,"(40.732594, -73.97442)",EAST 20 STREET,AVENUE C,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,Sedan,Bike,,,,2022-11-27 16:20:00
7783056,4025003,c647c748-c274-4671-b9ef-cc76e9f1602d,OCCUPANT,INJURED,F,7.0,17922336.0,Not Ejected,Conscious,Unknown,Unknown,Lap Belt,,,Unknown,Passenger,,,10/10/2017,17:10,BRONX,10451.0,,,,EAST 149 STREET                 ,ANTHONY J GRIFFIN PLACE,,31.0,0.0,0,0,0,0,31,0,Aggressive Driving/Road Rage,Following Too Closely,,,,Bus,Bus,,,,2017-10-10 17:10:00
6985750,3674653,88c6dd05-e9c3-481d-9c1f-aec4011c2f32,OCCUPANT,UNSPECIFIED,M,0.0,17534512.0,,,,,,,,,Registrant,,,05/21/2017,12:30,,,40.6081,-74.14477,"(40.6081, -74.14477)",,,467       NORTH GANNON AVENUE           ,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Sedan,Sedan,Sedan,,,2017-05-21 12:30:00
11460888,4360104,ceb53105-cf33-4771-9ab3-3ecbd122933b,OCCUPANT,UNSPECIFIED,F,66.0,19777365.0,,,,,,,,,Registrant,,,10/20/2020,23:30,,,40.669098,-73.93666,"(40.669098, -73.93666)",EASTERN PARKWAY                 ,,,1.0,0.0,0,0,0,0,1,0,Driver Inexperience,Other Vehicular,Traffic Control Disregarded,,,Sedan,Sedan,,,,2020-10-20 23:30:00
5744620,3427848,127913,OCCUPANT,UNSPECIFIED,M,57.0,16942826.0,Does Not Apply,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,03/21/2016,18:10,,,40.734245,-73.8634,"(40.734245, -73.8634)",Long Island Expy                ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2016-03-21 18:10:00
12131782,4505252,8a19fa45-37d8-460d-9f19-4408df4898a9,OCCUPANT,UNSPECIFIED,F,28.0,20168275.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,02/23/2022,18:20,,,40.855385,-73.9181,"(40.855385, -73.9181)",MAJOR DEEGAN EXPRESSWAY,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022-02-23 18:20:00
6794325,3654581,d97e0e55-e967-46f0-9013-7c58878d7464,OCCUPANT,UNSPECIFIED,M,27.0,17442575.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,04/20/2017,11:30,,,40.779995,-73.976906,"(40.779995, -73.976906)",WEST 76 STREET                  ,,,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Passing or Lane Usage Improper,,,,Box Truck,Station Wagon/Sport Utility Vehicle,,,,2017-04-20 11:30:00
6062319,3611346,2ba7e9dd-ba56-46b6-bc8b-96d9216d7588,OCCUPANT,UNSPECIFIED,M,25.0,17094064.0,,,,,,,,,Registrant,,,02/04/2017,4:30,MANHATTAN,10009.0,40.729847,-73.983116,"(40.729847, -73.983116)",,,407       EAST 12 STREET                ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,Sedan,Sedan,Sedan,Sedan,,2017-02-04 04:30:00
12396958,4574326,001afdc6-18f7-47d3-9f6d-658f13dc4102,OCCUPANT,UNSPECIFIED,M,51.0,20320601.0,,,,,,,,,Registrant,,,10/18/2022,16:30,QUEENS,11377.0,40.74467,-73.8951,"(40.74467, -73.8951)",70 STREET,41 AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022-10-18 16:30:00
7668508,3753087,38e7295f-4677-4c5b-85a1-bb421480707f,OCCUPANT,UNSPECIFIED,M,44.0,17866697.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,09/16/2017,8:30,STATEN ISLAND,10314.0,40.61258,-74.129166,"(40.61258, -74.129166)",VICTORY BOULEVARD               ,QUINLAN AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unsafe Speed,,,,Sedan,Sedan,,,,2017-09-16 08:30:00
9286700,4016643,38865e11-e139-425c-ba05-03333f517abf,OCCUPANT,UNSPECIFIED,,0.0,18663904.0,,,,,,,,,Registrant,,,11/07/2018,19:30,,,40.848118,-73.93089,"(40.848118, -73.93089)",WEST 181 STREET                 ,,,0.0,0.0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,,,,Chassis Cab,Station Wagon/Sport Utility Vehicle,,,,2018-11-07 19:30:00
6758293,3579072,3034216,OCCUPANT,UNSPECIFIED,M,42.0,17425290.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,12/13/2016,18:45,,,40.66835,-73.738106,"(40.66835, -73.738106)",LAURELTON PARKWAY               ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,2016-12-13 18:45:00
8755944,4083616,e4b33e69-2de4-4b91-b552-c4ba95899bdf,OCCUPANT,UNSPECIFIED,F,29.0,18401471.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,02/20/2019,6:45,,,40.852814,-73.94197,"(40.852814, -73.94197)",HENRY HUDSON PARKWAY            ,,,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,,,,,Station Wagon/Sport Utility Vehicle,,,,,2019-02-20 06:45:00
7330725,3830874,bb01994e-d6f6-486d-8f4c-40be6b28b147,OCCUPANT,UNSPECIFIED,F,59.0,17700869.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,01/18/2018,19:49,BROOKLYN,11229.0,40.60698,-73.94699,"(40.60698, -73.94699)",EAST 26 STREET                  ,AVENUE R,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,2018-01-18 19:49:00
9601663,4050876,6523e931-ed99-4720-9473-ccc9b1d4b05f,OCCUPANT,UNSPECIFIED,M,0.0,18819020.0,,,,,,,,,Registrant,,,11/30/2018,11:30,QUEENS,11423.0,40.711945,-73.77451,"(40.711945, -73.77451)",186 STREET                      ,90 AVENUE,,1.0,0.0,0,0,0,0,1,0,Passing or Lane Usage Improper,View Obstructed/Limited,Unspecified,,,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,2018-11-30 11:30:00
7100440,3677862,e5fab5d2-a00b-4ebf-bda5-673104d91403,OCCUPANT,UNSPECIFIED,M,62.0,17589269.0,,,,,,,,,Registrant,,,05/25/2017,13:09,,,40.78884,-73.81381,"(40.78884, -73.81381)",14 AVENUE                       ,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2017-05-25 13:09:00
7538868,3861983,f89c34b8-abe8-4826-8489-3915a113ce04,OCCUPANT,UNSPECIFIED,M,53.0,17803142.0,,,,,,,,,Registrant,,,03/11/2018,16:05,,,40.764297,-73.90304,"(40.764297, -73.90304)",BROOKLYN QUEENS EXPRESSWAY      ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2018-03-11 16:05:00
7124377,3715760,546fc79b-c171-413b-a34b-1166005c2747,OCCUPANT,UNSPECIFIED,M,68.0,17600652.0,,,,,,,,,Registrant,,,07/13/2017,0:00,MANHATTAN,10040.0,40.86155,-73.92472,"(40.86155, -73.92472)",DYCKMAN STREET                  ,NAGLE AVENUE,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2017-07-13 00:00:00
9164061,4099003,68cabb51-6c36-40bb-b2f6-f37fb24b4f55,OCCUPANT,UNSPECIFIED,M,55.0,18603703.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,03/18/2019,16:15,,,40.66929,-73.842445,"(40.66929, -73.842445)",NASSAU EXPRESSWAY               ,,,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2019-03-18 16:15:00
12940376,4715020,a083daeb-e087-44f4-929d-cfb33a8da213,OCCUPANT,UNSPECIFIED,M,33.0,20629108.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,04/05/2024,14:00,BRONX,10469.0,40.85971,-73.85736,"(40.85971, -73.85736)",ASTOR AVENUE,WILLIAMSBRIDGE ROAD,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Sedan,Sedan,Carry All,,,2024-04-05 14:00:00
9409874,3933899,9687bcd9-1b8d-46d7-927e-3017008d7ca3,OCCUPANT,UNSPECIFIED,,0.0,18724390.0,,,,,,,,,Registrant,,,07/03/2018,14:05,STATEN ISLAND,10306.0,40.578224,-74.10207,"(40.578224, -74.10207)",,,2145      HYLAN BOULEVARD               ,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2018-07-03 14:05:00
9308539,4037620,6dea74e5-596b-47a0-87d1-430ece538656,OCCUPANT,UNSPECIFIED,M,30.0,18674690.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,12/03/2018,17:37,,,40.7736,-73.98158,"(40.7736, -73.98158)",WEST 66 STREET                  ,,,1.0,0.0,0,0,0,0,1,0,Other Vehicular,Following Too Closely,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,2018-12-03 17:37:00
10301147,4241393,8f3f0e44-0843-406f-bc75-33ebc4b2bbee,OCCUPANT,UNSPECIFIED,M,19.0,19167204.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,11/09/2019,10:45,BROOKLYN,11214.0,40.59727,-73.99868,"(40.59727, -73.99868)",BAY PARKWAY                     ,CROPSEY AVENUE,,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,Sedan,Sedan,,,,2019-11-09 10:45:00
9609642,3981693,262dd61d-96ff-495a-84b6-9f9ab3888fa4,OCCUPANT,INJURED,F,74.0,18822942.0,Not Ejected,Conscious,Shoulder - Upper Arm,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,Passenger,,,09/16/2018,15:20,QUEENS,11435.0,40.714256,-73.812874,"(40.714256, -73.812874)",HOOVER AVENUE                   ,SMEDLEY STREET,,1.0,0.0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,,,,Sedan,Sedan,,,,2018-09-16 15:20:00
11188785,3704012,ee61e46f-ae07-43e3-800f-dbc03c884030,OCCUPANT,UNSPECIFIED,M,20.0,19627034.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,06/30/2017,18:50,QUEENS,11420.0,40.667572,-73.8257,"(40.667572, -73.8257)",115 STREET                      ,150 AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Convertible,,,,2017-06-30 18:50:00
9957854,4165280,58e7a0ac-4ead-49e3-b239-8fd97801e279,OCCUPANT,UNSPECIFIED,F,9.0,18995218.0,Not Ejected,Does Not Apply,Does Not Apply,"Middle rear seat, or passenger lying across a seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,07/06/2019,17:20,,,40.73283,-73.97415,"(40.73283, -73.97415)",FDR DRIVE                       ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,2019-07-06 17:20:00
13502539,4848938,990b6c8d-b43f-43a9-80f3-b692cc1a7c3a,OCCUPANT,UNSPECIFIED,M,44.0,20951512.0,,,,,,,,,Registrant,,,10/11/2025,16:22,,,40.754986,-73.74535,"(40.754986, -73.74535)",CROSS ISLAND PARKWAY,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,2025-10-11 16:22:00
6525179,3529836,2142098,OCCUPANT,UNSPECIFIED,F,27.0,17313552.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,09/29/2016,16:30,,,40.6996,-73.81061,"(40.6996, -73.81061)",ARCHER AVENUE                   ,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Sedan,Sedan,,,,2016-09-29 16:30:00
10037307,4180714,4afdc4fb-39e6-435b-b593-1486c692ea2a,OCCUPANT,UNSPECIFIED,,0.0,19034800.0,,,,,,,,,Registrant,,,07/31/2019,15:50,,,,,,EAST 149 STREET                 ,,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2019-07-31 15:50:00
13451323,4835410,c1049e60-6ca5-49a2-84ea-2d3e9828f672,OCCUPANT,INJURED,F,11.0,20922116.0,Not Ejected,Conscious,Head,"Middle rear seat, or passenger lying across a seat",Unknown,,,Complaint of Pain or Nausea,Passenger,,,08/16/2025,20:53,,,40.71716,-73.79796,"(40.71716, -73.79796)",168 STREET,GRAND CENTRAL PARKWAY,,2.0,0.0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,2025-08-16 20:53:00
11041235,4277958,5c5ae2c9-715a-4b91-aa75-b1a080e80257,OCCUPANT,UNSPECIFIED,M,6.0,19549047.0,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt & Harness,,,Does Not Apply,Passenger,,,01/22/2020,17:13,QUEENS,11417.0,40.674137,-73.83903,"(40.674137, -73.83903)",97 STREET                       ,LINDEN BOULEVARD,,2.0,0.0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,Sedan,Bus,,,,2020-01-22 17:13:00
13424462,4828170,270b9155-4fb1-47b7-ba01-4e8f07ce45b1,OCCUPANT,UNSPECIFIED,M,28.0,20906502.0,,,,,,,,,Registrant,,,07/17/2025,7:50,STATEN ISLAND,10304.0,40.60878,-74.090805,"(40.60878, -74.090805)",RICHMOND RD,NARROWS RD S,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,2025-07-17 07:50:00
11991631,4468367,bf5ee8af-0420-4bf8-8d64-cb828ffa92bb,OCCUPANT,UNSPECIFIED,F,39.0,20087202.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,10/17/2021,0:17,,,40.60719,-74.16242,"(40.6071903, -74.1624214)",VICTORY BOULEVARD,RICHMOND AVENUE,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,Pick-up Truck,Sedan,,,,2021-10-17 00:17:00
11286845,4314736,7dae2462-1384-4b55-80cb-5a75a1db35b2,OCCUPANT,UNSPECIFIED,F,20.0,19676513.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,05/19/2020,17:00,,,,,,HENRY HUDSON PARKWAY            ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Taxi,,,,2020-05-19 17:00:00
11751976,4403602,2cf49403-1d88-4137-a82d-06960c884dd0,OCCUPANT,UNSPECIFIED,M,67.0,19947104.0,,,,,,,,,Registrant,,,03/31/2021,14:00,MANHATTAN,10034.0,40.86369,-73.91707,"(40.86369, -73.91707)",9 AVENUE                        ,WEST 207 STREET,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-03-31 14:00:00
11796899,4419926,4abf7604-b945-4949-be2c-5e66805bd858,OCCUPANT,UNSPECIFIED,M,26.0,19973145.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,05/21/2021,17:30,BROOKLYN,11213.0,40.67295,-73.92517,"(40.67295, -73.92517)",BUFFALO AVENUE,PROSPECT PLACE,,2.0,0.0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-05-21 17:30:00
11000884,4272506,86e2a226-f855-4f2e-a2e0-168fa4d12482,OCCUPANT,UNSPECIFIED,,,19528389.0,,,,,,,,,Registrant,,,01/12/2020,13:12,BROOKLYN,11234.0,40.614,-73.9161,"(40.614, -73.9161)",EAST 59 STREET                  ,AVENUE U,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Bus,Sedan,,,,2020-01-12 13:12:00
9545438,4006391,092d9363-a371-4690-8377-a66e82e8598d,OCCUPANT,UNSPECIFIED,M,0.0,18791080.0,,,,,,,,,Registrant,,,10/24/2018,5:57,BROOKLYN,11226.0,40.644512,-73.963135,"(40.644512, -73.963135)",BEVERLEY ROAD                   ,EAST 17 STREET,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,2018-10-24 05:57:00
9837110,4134250,2d5a8e97-6aee-47d9-a65e-4e64c21328f2,OCCUPANT,UNSPECIFIED,,0.0,18935540.0,,,,,,,,,Registrant,,,05/17/2019,22:30,QUEENS,11357.0,40.778885,-73.81454,"(40.778885, -73.81454)",150 STREET                      ,22 AVENUE,,3.0,0.0,0,0,0,0,3,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,2019-05-17 22:30:00
12751739,4664995,e9fab7b0-f0f1-4a5c-bf66-8c8e20e75868,OCCUPANT,UNSPECIFIED,M,11.0,20522163.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,09/15/2023,15:00,MANHATTAN,10022.0,40.759617,-73.961975,"(40.759617, -73.961975)",EAST 59 STREET,1 AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Pick-up Truck,,,,2023-09-15 15:00:00
12217251,4527394,b9c4737d-a311-47e9-b9d2-a03f07a8c04c,OCCUPANT,UNSPECIFIED,M,43.0,20217233.0,,,,,,,,,Registrant,,,04/11/2022,16:45,,,,,,MAJOR DEEGAN EXPRESSWAY,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,2022-04-11 16:45:00
7440360,3843370,bdeb9be7-ae34-4af3-be66-1390f75a07f2,OCCUPANT,UNSPECIFIED,,,17754673.0,,,,,,,,,Registrant,,,02/08/2018,14:30,QUEENS,11101.0,40.75703,-73.938126,"(40.75703, -73.938126)",22 STREET                       ,38 AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,2018-02-08 14:30:00
12242747,4533939,7c28b13d-c937-4d67-806c-b30d0e05329f,OCCUPANT,UNSPECIFIED,F,44.0,20231710.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,05/22/2022,11:15,QUEENS,11365.0,40.736732,-73.80373,"(40.736732, -73.80373)",65 AVENUE,165 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022-05-22 11:15:00
7266566,3734942,dba60e7a-f023-4422-b77a-a9becdda3fed,OCCUPANT,UNSPECIFIED,,0.0,17669326.0,,,,,,,,,Registrant,,,08/21/2017,4:55,,,40.652752,-73.88629,"(40.652752, -73.88629)",PENNSYLVANIA AVENUE             ,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2017-08-21 04:55:00
12242844,4533980,3b08d174-7839-4132-98cc-2af1dd8c193a,OCCUPANT,UNSPECIFIED,F,14.0,20231770.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,06/02/2022,8:45,,,40.732822,-73.8684,"(40.732822, -73.8684)",LONG ISLAND EXPRESSWAY,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,,2022-06-02 08:45:00
11243638,4258220,a4b5ca60-164c-4d65-b266-eac4b453ccf9,OCCUPANT,UNSPECIFIED,F,54.0,19654695.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,12/12/2019,18:00,,,,,,G.C.P. / L.I.E (CDR)            ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,2019-12-12 18:00:00
6296916,3474438,1137164,OCCUPANT,UNSPECIFIED,F,53.0,17205501.0,,,,,,,,,Registrant,,,07/03/2016,13:30,BROOKLYN,11220.0,40.641747,-74.013824,"(40.641747, -74.013824)",56 STREET                       ,5 AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4 dr sedan,Pick-up Truck,,,,2016-07-03 13:30:00
